ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Z_CostContact,Z_Revenue
945,1999,Master,Together,100256.65,2,0,2012-08-15,15,0,1076,308,654,59,253,206,8,0,0,0,1,0,0,10,10,11,10,14,1685
946,1941,2n Cycle,Together,83368.0,1,0,2010-04-13,75,0,1100,58,80,87,37,685,6,0,0,0,0,0,0,6,7,4,8,26,4426
947,1940,Master,Married,34969.75,0,1,2018-01-18,76,0,502,68,756,26,220,695,0,0,0,1,0,0,0,3,14,1,19,46,373
948,1986,Master,Divorced,116658.41,2,1,2017-12-11,38,0,1339,445,869,67,186,264,0,0,0,0,0,0,0,0,4,7,7,42,2888
949,1959,Master,Divorced,59017.44,0,0,2013-03-15,88,0,821,387,1069,277,42,757,3,0,1,0,0,0,0,4,7,4,11,7,3860
950,1950,2n Cycle,Divorced,184654.96,0,0,2015-03-19,45,0,623,85,598,407,113,35,3,0,0,0,0,0,0,1,13,9,2,12,1735
951,1941,Master,Married,118722.21,1,1,2018-06-26,95,0,164,273,806,39,259,372,0,0,0,0,0,0,0,14,5,14,14,24,3762
952,1951,Graduation,Divorced,120603.84,0,2,2014-10-22,87,0,1302,226,1076,108,4,487,5,0,0,0,0,0,0,6,14,13,7,19,591
953,1959,2n Cycle,Together,74210.31,1,0,2017-01-21,46,0,1050,80,983,73,67,258,9,0,0,0,0,0,0,14,14,9,6,9,2994
954,1944,Master,Single,15137.92,0,1,2011-11-10,43,0,1093,497,703,65,227,530,1,0,0,0,0,0,0,8,4,12,16,35,1377
955,1976,2n Cycle,Together,11190.03,2,1,2015-05-23,8,0,1241,113,475,167,122,22,4,0,1,1,0,0,0,12,12,13,11,4,688
956,1977,PhD,Together,87550.35,0,2,2012-09-15,86,0,1388,183,591,261,172,103,7,0,0,0,0,1,0,0,13,2,19,45,4581
957,1948,Graduation,Single,21490.25,2,1,2013-01-10,49,0,1329,279,15,367,152,240,2,0,0,0,0,0,0,11,10,6,17,42,2310
958,1992,Master,Together,123335.16,2,1,2016-10-11,76,0,1147,321,486,273,266,715,8,1,0,1,0,0,0,1,3,3,17,32,1479
959,1983,PhD,Married,176789.74,0,0,2014-05-27,59,0,18,396,705,336,156,252,6,0,0,1,1,0,0,10,4,10,14,46,2915
960,1963,PhD,Single,177168.39,2,0,2017-11-09,95,0,1280,317,1164,357,161,141,8,0,0,0,0,0,0,5,11,10,2,6,1011
961,1969,2n Cycle,Together,133513.85,0,2,2014-02-11,14,0,1319,53,619,236,213,654,0,0,0,0,0,0,0,7,3,9,18,28,3012
962,1998,PhD,Widow,46190.21,0,2,2014-11-25,35,0,1045,398,1018,214,25,450,4,0,0,0,1,0,1,6,0,11,14,28,2518
963,1953,Graduation,Together,173284.38,2,1,2013-03-31,62,0,988,196,776,365,291,782,2,1,1,0,0,0,0,8,2,14,15,40,3278
964,1948,Graduation,Married,177788.22,2,0,2012-07-20,68,0,449,386,446,285,188,306,3,0,0,0,0,0,0,13,7,5,16,29,178
965,1979,Basic,Divorced,43347.45,1,2,2013-11-26,85,0,551,292,289,377,121,499,3,0,0,0,0,0,0,1,6,9,0,42,4449
966,1964,Graduation,Together,148798.09,2,2,2019-10-20,79,0,1071,292,208,148,229,621,6,0,0,0,0,0,0,11,11,7,10,5,4016
967,1961,PhD,Divorced,60871.31,1,2,2012-11-27,40,0,694,484,412,317,58,7,9,1,0,0,1,0,1,8,14,0,5,5,966
968,1943,Graduation,Widow,161514.86,2,1,2015-06-02,73,0,586,386,676,393,95,68,7,1,1,0,0,1,0,3,6,1,8,37,1300
969,1965,2n Cycle,Together,199461.39,0,0,2017-01-02,23,0,720,446,663,375,261,701,9,0,0,0,0,1,0,10,10,13,19,41,2248
970,1997,Basic,Single,10855.07,2,2,2016-09-06,81,0,1206,290,289,106,135,690,4,1,0,0,0,0,0,14,2,12,15,28,4738
971,1968,PhD,Divorced,179986.34,0,0,2015-08-05,48,0,1458,179,150,140,282,574,9,0,0,0,0,0,0,2,8,7,5,41,4123
972,1976,Basic,Widow,126412.95,0,2,2017-07-23,17,0,106,470,854,75,119,67,6,0,0,0,0,0,1,6,14,14,11,47,3837
973,1957,PhD,Single,194809.61,0,2,2016-12-16,6,0,1211,379,607,8,24,717,2,0,0,0,0,0,0,4,5,6,18,9,989
974,1981,2n Cycle,Single,95676.86,1,0,2018-12-16,3,0,775,411,369,195,145,407,2,1,0,0,0,0,0,12,7,9,12,29,2328
975,1980,Basic,Single,170240.65,2,0,2013-07-02,89,0,1109,221,704,294,11,517,2,0,0,0,0,1,1,4,7,8,12,14,1051
976,1977,Master,Single,17166.84,0,0,2013-04-17,68,0,1479,273,825,279,86,118,3,0,1,0,1,0,0,11,2,1,3,38,3822
977,1973,PhD,Together,70379.41,0,1,2017-02-07,59,0,1160,377,1004,380,108,30,5,0,0,0,0,0,0,12,3,7,8,40,2262
978,1956,Master,Together,18068.22,1,2,2011-08-17,54,0,897,243,376,117,265,517,4,0,1,0,0,1,0,1,13,5,13,34,1660
979,1976,Basic,Together,195191.91,2,1,2016-09-02,15,0,335,419,972,289,221,482,7,1,0,0,0,0,0,5,5,14,13,37,1677
980,1964,Master,Widow,164309.91,2,0,2013-11-22,98,0,606,416,117,486,73,206,4,0,0,0,1,1,0,5,1,0,16,49,3187
981,1966,Master,Widow,171246.75,1,2,2016-01-15,89,0,837,447,1028,60,101,668,4,1,0,0,0,0,0,11,11,3,4,42,4041
982,1996,Basic,Widow,187903.22,1,1,2012-10-24,81,0,1492,153,443,424,136,578,9,1,0,0,0,1,0,3,11,13,18,14,1153
983,1970,2n Cycle,Married,21595.18,2,2,2016-01-24,28,1,601,303,754,388,190,386,1,0,1,0,0,0,1,4,10,14,1,18,2237
984,1945,Master,Widow,80191.53,1,1,2019-09-10,22,0,402,423,639,334,141,411,4,0,0,0,0,0,0,6,11,1,12,33,4275
985,1979,Master,Together,18851.8,2,0,2012-08-17,13,0,539,272,123,305,72,369,6,0,0,0,0,0,0,13,6,6,10,34,3082
986,1951,2n Cycle,Together,46104.65,2,1,2016-09-22,78,0,1095,423,657,387,166,352,1,0,0,0,0,0,0,7,1,8,1,28,2863
987,1992,Master,Married,49726.33,0,2,2019-07-16,48,0,23,134,821,50,167,335,5,0,0,0,0,0,0,5,10,5,0,36,2543
988,1949,Master,Married,96475.91,0,2,2018-12-20,32,0,623,312,663,51,53,288,6,0,1,0,0,1,0,4,4,3,2,45,3953
989,1984,Master,Widow,57369.62,2,2,2016-02-20,24,0,1079,7,359,121,258,139,4,0,0,0,0,0,1,11,11,4,11,48,78
990,1956,Graduation,Divorced,24690.73,2,2,2016-04-01,20,0,985,127,622,166,110,299,8,1,0,0,1,0,0,2,3,10,6,37,4109
991,1965,2n Cycle,Married,37660.76,2,0,2017-07-28,16,0,222,372,1080,7,231,12,3,0,0,1,1,0,1,6,8,0,0,23,1310
992,2001,Master,Single,33718.73,2,1,2013-03-19,22,0,178,55,918,368,160,663,9,0,0,1,0,0,0,7,12,12,8,42,3720
993,1985,2n Cycle,Together,194749.98,2,0,2018-11-05,56,0,799,125,1173,44,18,427,0,1,0,0,0,0,0,2,12,3,17,17,4944
994,2003,PhD,Single,153062.04,2,0,2019-03-05,80,0,433,158,451,343,289,399,7,0,0,0,0,0,0,4,14,12,19,11,3560
995,1941,PhD,Together,193713.49,1,0,2012-03-26,57,0,1473,58,1185,244,49,108,7,0,0,0,1,1,0,10,1,9,5,32,2386
996,1993,Master,Together,90749.39,2,2,2011-02-08,13,0,792,57,119,283,174,484,6,0,0,1,0,0,0,1,6,2,8,37,3373
997,2004,2n Cycle,Married,59281.85,1,2,2012-06-11,92,0,883,139,581,374,183,355,7,0,0,0,1,0,0,9,12,8,7,15,149
998,1990,2n Cycle,Married,160667.17,1,2,2017-06-18,19,0,491,175,98,106,184,148,1,0,0,0,0,0,0,9,6,5,17,4,3706
999,1992,2n Cycle,Single,68619.51,2,1,2019-04-06,29,0,1212,414,1190,26,80,715,2,0,0,0,0,0,1,11,6,14,14,39,4567
1000,1975,Graduation,Together,63379.76,2,2,2010-03-09,18,0,809,107,513,192,155,306,8,0,0,0,0,0,0,3,0,3,0,30,743
